brand,model,model_year,milage,fuel_type,engine_liters,engine_cylinders,transmission_group,ext_color_group,int_color_group,accident,clean_title
Tesla,Model Y Long Range,2023,4786.0,Unknown,3.5,6.0,Automatic,White,White,None reported,Yes
Audi,RS 3 2.5T,2023,1900.0,Gasoline,2.5,5.0,Other,Gray,Black,None reported,Yes
Hyundai,Genesis Coupe 3.8 R-Spec,2014,52060.0,Gasoline,3.8,6.0,Manual,Black,Black,At least 1 accident or damage reported,Yes
Porsche,Boxster RS 60 Spyder,2008,58000.0,Gasoline,3.4,6.0,Manual,Silver,Black,None reported,Yes
Ford,F-250 XLT,2010,52246.0,Diesel,6.4,8.0,Manual,Beige,Other,None reported,Yes
Kia,Sorento EX,2016,64290.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Unknown
Nissan,370Z Touring,2009,37500.0,Gasoline,3.7,6.0,Manual,Silver,Orange,None reported,Yes
Genesis,G70 2.0T,2023,2121.0,Gasoline,2.0,4.0,Automatic,White,Red,None reported,Yes
Land,Rover Range Rover Sport Supercharged,2013,57000.0,Gasoline,5.0,8.0,Other,White,Beige,None reported,Yes
Mercedes-Benz,S-Class S 560 4MATIC,2020,22000.0,Gasoline,4.0,8.0,Automatic,White,Beige,None reported,Yes
Ford,Bronco Wildtrak Advanced,2023,2000.0,Gasoline,2.7,6.0,Automatic,Black,Black,None reported,Yes
RAM,1500 SLT,2018,61802.0,E85 Flex Fuel,3.6,6.0,Automatic,Black,Gray,None reported,Yes
Dodge,Challenger R/T,2010,73000.0,–,3.5,6.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Sonic LT,2013,110000.0,–,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Jeep,Grand Cherokee Laredo,2013,106700.0,E85 Flex Fuel,3.6,6.0,Automatic,Black,Black,None reported,Yes
Audi,RS 5 4.2,2013,75965.0,Gasoline,4.2,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Jeep,Grand Cherokee L Overland,2022,31804.0,Gasoline,3.6,6.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Mazda,MX-5 Miata Base,1992,125800.0,–,3.5,6.0,Manual,Red,Black,None reported,Yes
Chrysler,Crossfire Limited,2005,116320.0,Gasoline,3.2,6.0,Automatic,Gray,Red,At least 1 accident or damage reported,Yes
Audi,S5 4.2 Premium Plus,2011,156875.0,Gasoline,4.2,8.0,Manual,Black,Red,At least 1 accident or damage reported,Yes
Tesla,Model X Base,2023,197.0,Unknown,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Cadillac,CT4 Luxury,2020,35200.0,Gasoline,2.0,4.0,Automatic,Blue,Black,None reported,Yes
Maserati,Ghibli S Q4,2014,76000.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Jaguar,F-PACE 25t Premium,2019,29000.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
BMW,750 i xDrive,2019,33499.0,Gasoline,4.4,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Acura,TLX V6 Advance,2019,25779.0,Gasoline,3.5,6.0,Automatic,White,Black,At least 1 accident or damage reported,Unknown
GMC,Terrain SLT-1,2015,76296.0,Gasoline,2.4,4.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
BMW,i3 Base w/Range Extender,2014,29553.0,Unknown,0.65,6.0,Automatic,Black,Gray,None reported,Yes
Nissan,Versa 1.8 S,2011,109902.0,Gasoline,1.8,4.0,Automatic,Blue,Gray,None reported,Yes
Mercedes-Benz,C-Class C 300 4MATIC,2019,23083.0,Gasoline,2.0,4.0,Automatic,White,Beige,None reported,Yes
Toyota,Matrix XRS,2003,143600.0,Gasoline,1.8,4.0,Manual,Black,Black,None reported,Yes
RAM,1500 Limited,2021,22000.0,Gasoline,5.7,8.0,Automatic,Black,Black,None reported,Yes
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000.0,Hybrid,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Audi,A5 2.0T Premium,2018,53000.0,Gasoline,2.0,4.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
Lincoln,Navigator Reserve,2019,44741.0,Gasoline,3.5,6.0,Automatic,Beige,Beige,None reported,Yes
Audi,A6 3.2 quattro,2008,202000.0,Gasoline,3.2,6.0,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000.0,Gasoline,6.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,S-Class S 560,2019,77138.0,Gasoline,4.0,6.0,Automatic,White,Black,None reported,Unknown
Volvo,XC90 T6 Momentum,2018,90641.0,Gasoline,2.0,4.0,Automatic,White,Other,None reported,Unknown
Toyota,Camry SE,2011,177702.0,Gasoline,2.5,4.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
Mercedes-Benz,Metris Base,2018,58350.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Camaro 2LT,2010,86170.0,Gasoline,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mazda,MX-5 Miata Grand Touring,2012,36568.0,Gasoline,2.0,4.0,Manual,Blue,Beige,At least 1 accident or damage reported,Yes
Ford,Escape SE,2015,54357.0,Gasoline,1.6,4.0,Automatic,White,Gray,None reported,Yes
Mercedes-Benz,S-Class S 63 AMG,2015,20394.0,Gasoline,5.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Unknown
Kia,Niro EX,2023,7578.0,Hybrid,1.6,4.0,Automatic,White,Black,None reported,Unknown
Porsche,Boxster Base,2010,64800.0,Gasoline,2.9,6.0,Manual,Gray,Gray,At least 1 accident or damage reported,Yes
Toyota,4Runner Trail,2016,117780.0,Gasoline,4.0,6.0,Automatic,Gray,Black,None reported,Yes
Hyundai,Kona EV SEL,2019,33100.0,Unknown,3.5,6.0,Automatic,Black,Black,None reported,Yes
Land,Rover Range Rover Evoque SE,2016,86202.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Ford,E350 Super Duty XLT,2012,163000.0,E85 Flex Fuel,5.4,8.0,Automatic,White,Gray,None reported,Yes
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400.0,Gasoline,5.0,8.0,Automatic,Black,Gray,None reported,Yes
Jeep,Compass Trailhawk,2018,31000.0,Gasoline,2.4,4.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,S-Class S 560 4MATIC,2018,103069.0,Gasoline,4.0,6.0,Automatic,Blue,Brown,None reported,Unknown
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480.0,Gasoline,4.0,8.0,Automatic,White,Brown,None reported,Yes
Tesla,Model X P90D,2016,91000.0,Unknown,3.5,6.0,Automatic,Silver,White,None reported,Yes
Lexus,IS-F Base,2010,41500.0,Gasoline,5.0,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
BMW,335 i,2010,91545.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Audi,RS 7 4.0T,2022,4100.0,Hybrid,4.0,8.0,Automatic,Blue,Black,None reported,Yes
Buick,Lucerne CXL,2006,110000.0,Gasoline,4.6,8.0,Automatic,Beige,Beige,None reported,Yes
Lincoln,MKX Reserve,2016,88000.0,Gasoline,2.7,6.0,Other,Black,Black,None reported,Yes
Nissan,Armada Platinum,2018,42833.0,Gasoline,5.6,8.0,Other,Blue,Gray,None reported,Yes
Porsche,911 Carrera,2020,23278.0,Gasoline,3.0,6.0,Automatic,Blue,Other,None reported,Unknown
Mercedes-Benz,E-Class 400E,1993,106983.0,–,3.5,6.0,Automatic,White,Gray,None reported,Yes
BMW,435 Gran Coupe i,2015,60100.0,Gasoline,3.0,6.0,Automatic,Blue,Beige,None reported,Yes
Jeep,Wagoneer Series III,2022,17381.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
Cadillac,ATS 2.5L,2013,63172.0,Gasoline,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Ford,Transit Connect XLT,2010,72000.0,Gasoline,2.0,4.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
Kia,EV6 GT-Line,2022,4820.0,Unknown,3.5,6.0,Automatic,Red,Black,None reported,Yes
Audi,S5 3.0T Premium Plus,2014,67900.0,Gasoline,3.0,6.0,Manual,Silver,Black,Unknown,Unknown
Toyota,Tundra SR,2018,51000.0,Gasoline,5.7,8.0,Automatic,Black,Gray,None reported,Yes
Jeep,Wrangler Unlimited Freedom Edition,2013,54500.0,Gasoline,3.6,6.0,Automatic,Green,Black,None reported,Yes
Maserati,Quattroporte Base,2006,61840.0,Gasoline,4.2,8.0,Other,Gray,Beige,None reported,Yes
Mercedes-Benz,CLS-Class CLS500,2006,28950.0,Gasoline,5.0,8.0,Automatic,Blue,Beige,Unknown,Unknown
GMC,Sierra 3500 SLE,2002,300000.0,Diesel,6.6,8.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Nissan,Frontier SL,2011,103400.0,Gasoline,4.0,6.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
BMW,M5 Base,2023,816.0,Gasoline,4.4,8.0,Automatic,White,Black,None reported,Unknown
Porsche,911 R,2016,719.0,Gasoline,4.0,6.0,Manual,White,Black,None reported,Yes
Land,Rover Defender X-Dynamic SE,2023,3678.0,Hybrid,3.0,6.0,Automatic,White,Black,None reported,Unknown
Ford,F-150 XL,2016,107000.0,E85 Flex Fuel,5.0,8.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
BMW,M8 Competition,2022,5018.0,Gasoline,4.4,6.0,Automatic,Other,Black,None reported,Unknown
Porsche,911 Carrera S,2010,13850.0,Gasoline,3.8,6.0,Manual,Black,Black,None reported,Yes
Volvo,XC70 3.2,2008,46700.0,Gasoline,3.2,6.0,Automatic,White,Beige,Unknown,Unknown
Chrysler,300 Touring,2021,21478.0,Gasoline,3.6,6.0,Automatic,Silver,Black,None reported,Unknown
Honda,Insight EX,2020,64200.0,Hybrid,1.5,4.0,CVT,White,Black,At least 1 accident or damage reported,Yes
Porsche,Cayman S,2006,31075.0,Gasoline,3.4,6.0,Automatic,Black,Black,None reported,Yes
Tesla,Model Y Performance,2022,25250.0,Unknown,3.5,6.0,Automatic,White,White,None reported,Yes
BMW,M5 Competition,2020,35400.0,Gasoline,4.4,8.0,Automatic,Orange,Black,None reported,Yes
Audi,S4 4.2 quattro,2004,74030.0,Gasoline,4.2,8.0,Manual,Silver,Gray,None reported,Yes
Ford,F-250 Platinum,2021,48549.0,Diesel,6.7,8.0,Automatic,Blue,Black,None reported,Unknown
Kia,Seltos S,2023,5182.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
RAM,ProMaster 2500 High Roof,2019,31681.0,Gasoline,3.6,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
BMW,M760 M760i xDrive,2020,23430.0,Gasoline,6.6,6.0,Automatic,White,Black,None reported,Unknown
Mercedes-Benz,E-Class E 400,2015,30300.0,Gasoline,3.0,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Cadillac,XTS Luxury,2016,112000.0,Gasoline,3.6,6.0,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes
INFINITI,Q50 Premium,2014,127356.0,Gasoline,3.7,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Volkswagen,Touareg V6 Executive,2017,50600.0,Gasoline,3.6,6.0,Automatic,Red,Brown,At least 1 accident or damage reported,Yes
Chevrolet,Suburban 1500 LTZ,2011,194000.0,E85 Flex Fuel,5.3,8.0,Automatic,Black,Black,None reported,Yes
Toyota,Tundra SR5,2021,33455.0,Gasoline,5.7,8.0,Automatic,Green,Black,None reported,Yes
BMW,X1 sDrive28i,2022,43000.0,Gasoline,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102.0,Gasoline,4.7,8.0,Automatic,Black,Beige,None reported,Yes
Cadillac,XTS Luxury,2019,59000.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
Jaguar,XJ8 Base,2004,134000.0,Gasoline,4.2,8.0,Automatic,Black,Beige,At least 1 accident or damage reported,Yes
Chevrolet,Camaro ZL1,2020,3715.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Mercedes-Benz,Sprinter 2500,2012,100245.0,Diesel,3.0,6.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
Mercedes-Benz,C-Class C 300 4MATIC,2022,8583.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Unknown
Dodge,Dakota SLT,2003,141800.0,Gasoline,4.7,8.0,Automatic,Red,Gray,At least 1 accident or damage reported,Yes
Audi,A5 2.0T Premium Plus,2012,77000.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Audi,A5 2.0T Premium,2018,67035.0,Gasoline,2.0,4.0,Other,Other,Brown,At least 1 accident or damage reported,Yes
Audi,S5 3.0 Premium Plus,2012,61450.0,Gasoline,3.0,6.0,Automatic,White,Gray,None reported,Yes
Porsche,Panamera GTS,2015,39500.0,Gasoline,4.8,8.0,Other,Black,Black,None reported,Yes
Mercedes-Benz,AMG GT C,2020,6600.0,Gasoline,4.0,8.0,Other,Black,Beige,None reported,Yes
Chevrolet,Camaro 2SS,2023,2300.0,Gasoline,6.2,8.0,Manual,Red,Black,None reported,Yes
Audi,Q7 Premium Plus,2023,10601.0,Hybrid,3.0,6.0,Automatic,Black,Black,None reported,Unknown
Maserati,GranTurismo MC,2018,18000.0,Gasoline,4.7,8.0,Other,Red,Black,None reported,Yes
GMC,Sierra 2500 AT4,2022,31681.0,Gasoline,6.6,8.0,Automatic,Red,Black,At least 1 accident or damage reported,Unknown
Cadillac,XT6 Sport AWD,2020,24114.0,Gasoline,3.6,6.0,Automatic,Red,Black,At least 1 accident or damage reported,Unknown
Jeep,Grand Cherokee L Laredo,2022,22109.0,Gasoline,3.6,6.0,Automatic,White,Black,Unknown,Unknown
Chevrolet,Avalanche 1500 LT,2012,148000.0,E85 Flex Fuel,5.3,8.0,Automatic,Black,Black,None reported,Yes
BMW,M5 Base,2018,41000.0,Gasoline,4.4,8.0,Other,White,White,None reported,Yes
Nissan,Titan SE,2009,127600.0,E85 Flex Fuel,5.6,8.0,Automatic,Brown,Gray,None reported,Yes
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450.0,Gasoline,8.3,10.0,Automatic,Red,Black,At least 1 accident or damage reported,Yes
GMC,Sierra 1500 SLT,2013,230000.0,E85 Flex Fuel,5.3,8.0,Automatic,White,Black,None reported,Yes
Lexus,RX 350 F Sport,2017,53649.0,Gasoline,3.5,6.0,Automatic,Black,Red,None reported,Yes
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000.0,Gasoline,4.6,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
INFINITI,QX80 Luxe,2022,49860.0,Gasoline,5.6,8.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG C 63 S,2021,13650.0,Gasoline,4.0,8.0,Automatic,Blue,Black,None reported,Yes
BMW,528 i xDrive,2016,134000.0,Gasoline,2.0,4.0,Automatic,Brown,Brown,At least 1 accident or damage reported,Yes
Porsche,911 Carrera,2014,78000.0,Gasoline,3.4,6.0,Other,Brown,Brown,None reported,Yes
Porsche,Boxster S,2005,65750.0,Gasoline,3.2,6.0,Automatic,Blue,Gray,None reported,Yes
BMW,X6 M Base,2021,18000.0,Gasoline,4.4,8.0,Automatic,Black,Black,None reported,Yes
Ford,Mustang Premium,2007,121630.0,Gasoline,4.0,6.0,Automatic,White,Black,None reported,Yes
Rivian,R1S Launch Edition,2023,4500.0,Unknown,3.5,6.0,Automatic,Silver,Gray,None reported,Yes
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408.0,Hybrid,2.0,4.0,Automatic,Black,Gray,None reported,Unknown
BMW,528 i xDrive,2016,120000.0,Gasoline,2.0,4.0,Automatic,White,White,None reported,Yes
Cadillac,Escalade ESV Platinum,2016,168600.0,Gasoline,6.2,8.0,Automatic,White,Beige,None reported,Yes
Chevrolet,Corvette Base,2004,43705.0,Gasoline,5.7,8.0,Manual,Gray,Black,None reported,Yes
Audi,A5 2.0T Premium,2013,111000.0,Gasoline,2.0,4.0,Other,Blue,Beige,None reported,Yes
Audi,TT 2.0T Premium,2012,64549.0,Gasoline,2.0,4.0,Other,Silver,Black,None reported,Yes
Buick,LaCrosse CX,2007,53000.0,Gasoline,3.8,6.0,Automatic,Red,Gray,None reported,Yes
Chevrolet,Camaro 2SS,2017,13465.0,Gasoline,6.2,8.0,Automatic,White,Black,None reported,Yes
Tesla,Model Y Long Range,2023,5844.0,Unknown,3.5,6.0,Automatic,White,Black,None reported,Yes
BMW,M3 Base,2015,74000.0,Gasoline,3.0,6.0,Manual,Gray,Black,None reported,Yes
Kia,Optima LX,2011,100331.0,Gasoline,2.4,4.0,Automatic,Red,Other,At least 1 accident or damage reported,Yes
Toyota,Supra 3.0 Premium,2022,24850.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Lincoln,Nautilus Reserve,2021,17467.0,Gasoline,2.0,4.0,Automatic,White,Other,None reported,Unknown
Nissan,Pathfinder SL,2015,115000.0,Gasoline,3.5,6.0,Automatic,Gray,Black,None reported,Yes
BMW,X5 xDrive50i,2015,72000.0,Gasoline,4.4,8.0,Other,Black,Brown,At least 1 accident or damage reported,Yes
Mazda,MazdaSpeed3 Grand Touring,2008,162000.0,Gasoline,2.3,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes
GMC,Yukon XL SLT,2017,47589.0,Gasoline,5.3,8.0,Automatic,Black,Black,None reported,Yes
Toyota,bZ4X Limited,2023,6548.0,Unknown,3.5,6.0,Automatic,White,Black,None reported,Unknown
RAM,ProMaster 2500 High Roof,2018,10339.0,Gasoline,3.6,6.0,Automatic,White,Gray,None reported,Yes
RAM,1500 Classic SLT,2021,32092.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
Lexus,GS 350 Base,2014,85275.0,Gasoline,3.5,6.0,Automatic,White,Black,At least 1 accident or damage reported,Unknown
Hyundai,Tucson Limited,2016,138000.0,Gasoline,1.6,4.0,Automatic,Brown,Beige,None reported,Yes
Chevrolet,SSR Base,2003,87500.0,Gasoline,5.3,8.0,Automatic,Red,Black,None reported,Yes
Maserati,GranTurismo Base,2013,34920.0,Gasoline,4.7,8.0,Automatic,Gray,Brown,None reported,Yes
Tesla,Model X Performance,2020,27224.0,Unknown,3.5,6.0,Automatic,Black,Black,None reported,Unknown
BMW,M2 Base,2018,25000.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Tesla,Model Y Long Range,2021,14642.0,Unknown,3.5,6.0,Automatic,Red,Black,None reported,Yes
Subaru,Outback 2.5i Limited,2015,162000.0,Gasoline,2.5,4.0,CVT,Gray,Black,None reported,Yes
Buick,Roadmaster Estate,1996,119500.0,Gasoline,5.7,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Land,Rover Range Rover 5.0L Supercharged,2017,101800.0,Gasoline,5.0,8.0,Automatic,Silver,Black,None reported,Yes
Ford,Expedition Max XLT,2021,84351.0,Gasoline,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Nissan,Leaf SL,2012,26930.0,Unknown,3.5,6.0,Automatic,White,Beige,None reported,Yes
Toyota,Tacoma TRD Pro,2019,40698.0,Gasoline,3.5,6.0,Other,White,Black,None reported,Unknown
Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000.0,Gasoline,4.0,8.0,Automatic,Black,Red,None reported,Yes
BMW,230 i,2019,30000.0,Gasoline,2.0,4.0,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes
Lexus,ES 350 Base,2007,78980.0,Gasoline,3.5,6.0,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes
Porsche,911 Carrera S Cabriolet,2007,28844.0,Gasoline,3.8,6.0,Manual,White,Beige,Unknown,Unknown
Porsche,Taycan Turbo,2020,21028.0,Unknown,3.5,6.0,Other,Black,Beige,None reported,Unknown
Maserati,Levante Modena,2023,5409.0,Gasoline,3.0,6.0,Automatic,Other,Black,None reported,Yes
Dodge,Challenger SRT Hellcat,2020,12700.0,Gasoline,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mazda,Mazda6 Touring,2021,19000.0,Gasoline,2.5,4.0,Automatic,Blue,Black,Unknown,Unknown
Audi,S4 3.0T Premium,2019,12000.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Ford,Mustang GT Premium,2016,25717.0,Gasoline,5.0,8.0,Manual,Black,Black,None reported,Yes
Tesla,Model Y Long Range,2022,12055.0,Unknown,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Audi,TTS 2.0T Premium Plus,2011,69700.0,Gasoline,2.0,4.0,Automatic,Orange,Other,At least 1 accident or damage reported,Yes
BMW,M2 Competition,2020,25013.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Audi,Q4 e-tron Sportback Premium,2023,1156.0,Unknown,3.5,6.0,Automatic,Blue,Black,None reported,Yes
BMW,740 i,2016,57939.0,Gasoline,3.0,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694.0,Gasoline,3.0,6.0,Other,Gray,Black,None reported,Yes
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000.0,Gasoline,4.7,8.0,Automatic,White,Beige,None reported,Yes
Honda,S2000 Base,2002,110500.0,Gasoline,2.0,4.0,Manual,Yellow,Red,None reported,Yes
Chevrolet,Corvette Base,2000,97500.0,Gasoline,5.7,8.0,Manual,Yellow,Black,None reported,Yes
Chevrolet,Colorado Z71,2020,20909.0,Gasoline,3.6,6.0,Automatic,Red,Black,None reported,Yes
Mercedes-Benz,S-Class S 63 AMG,2013,77648.0,Gasoline,5.5,8.0,Automatic,Silver,Black,None reported,Yes
Bentley,Continental GTC Base,2013,79422.0,Gasoline,6.0,12.0,Automatic,Black,Black,None reported,Yes
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850.0,Gasoline,8.1,8.0,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes
Audi,SQ5 3.0T Premium,2020,21832.0,Gasoline,3.0,6.0,Automatic,Blue,Black,None reported,Yes
Toyota,Corolla iM Base,2017,41932.0,Gasoline,1.8,4.0,Manual,Black,Black,None reported,Yes
GMC,Yukon XL SLT,2017,110000.0,Gasoline,5.3,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Toyota,Tundra 1794,2020,67400.0,Gasoline,5.7,8.0,Automatic,Black,Brown,None reported,Yes
Subaru,WRX Premium,2017,62662.0,Gasoline,2.0,4.0,Manual,Red,Black,At least 1 accident or damage reported,Yes
Subaru,WRX Base,2015,102000.0,Gasoline,2.0,4.0,Manual,White,Black,At least 1 accident or damage reported,Yes
INFINITI,Q50 Premium,2014,79785.0,Gasoline,3.7,6.0,Automatic,Red,White,At least 1 accident or damage reported,Yes
Chevrolet,Suburban Premier,2017,166549.0,Gasoline,5.3,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Toyota,Sequoia Limited,2006,190656.0,Gasoline,4.7,8.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Dodge,Challenger R/T Scat Pack,2016,7928.0,–,3.5,6.0,Manual,Red,Red,None reported,Yes
Porsche,Cayenne GTS,2009,135606.0,Gasoline,4.8,8.0,Other,Black,Black,None reported,Yes
Kia,Telluride S,2023,14700.0,Gasoline,3.8,6.0,Automatic,Blue,Black,None reported,Yes
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985.0,Gasoline,4.0,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
BMW,Z4 sDrive35is,2014,4200.0,Gasoline,3.0,6.0,Other,White,Red,None reported,Yes
Subaru,Impreza 2.0i Sport,2017,44000.0,Gasoline,2.0,4.0,Manual,Red,Black,None reported,Yes
Dodge,Dart SE,2015,66000.0,Gasoline,2.0,4.0,Manual,Black,Black,None reported,Yes
Land,Rover Range Rover P525 Westminster,2021,17945.0,Gasoline,5.0,8.0,Automatic,Black,Black,None reported,Unknown
Nissan,370Z Base,2013,106700.0,Gasoline,3.7,6.0,Manual,Red,Black,None reported,Yes
Cadillac,Escalade ESV Luxury,2020,120000.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Mercedes-Benz,E-Class E 350,2012,59600.0,Gasoline,3.5,6.0,Other,White,Beige,None reported,Yes
Kia,Optima Hybrid EX,2012,117220.0,Hybrid,2.4,4.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Silverado 3500 LTZ,2022,85200.0,Diesel,6.6,8.0,Automatic,Silver,Gray,None reported,Yes
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450.0,Gasoline,2.0,4.0,Manual,White,Black,None reported,Yes
Dodge,Ram 1500 SRT-10,2004,73000.0,Gasoline,8.3,10.0,Manual,Black,Gray,None reported,Yes
Scion,tC Anniversary Edition,2014,115000.0,Gasoline,2.5,4.0,Manual,Silver,Silver,None reported,Yes
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000.0,Gasoline,5.0,8.0,Automatic,Black,Brown,None reported,Yes
Lexus,LS 500 Base,2018,67296.0,Gasoline,3.5,6.0,Automatic,Other,Other,None reported,Unknown
Chevrolet,Suburban 1500 LT,2015,179200.0,Gasoline,5.3,8.0,Automatic,Black,Other,At least 1 accident or damage reported,Yes
Maserati,GranTurismo Base,2015,28000.0,Gasoline,4.7,8.0,Automatic,White,Red,None reported,Yes
Porsche,911 Carrera Turbo,2003,155000.0,Gasoline,3.6,6.0,Manual,Black,Black,None reported,Yes
Hyundai,Sonata Hybrid Base,2012,154000.0,Hybrid,2.4,4.0,Automatic,Green,Gray,At least 1 accident or damage reported,Yes
